section,blade,x_m,radius_m,z_m
2,2,-0.019248,-0.011258,-0.001219
2,2,-0.018962,-0.011668,-0.000990
2,2,-0.018681,-0.012069,-0.000769
2,2,-0.018408,-0.012459,-0.000556
2,2,-0.018145,-0.012835,-0.000350
2,2,-0.017893,-0.013194,-0.000152
2,2,-0.017656,-0.013533,0.000038
2,2,-0.017433,-0.013851,0.000222
2,2,-0.017227,-0.014145,0.000398
2,2,-0.017040,-0.014413,0.000567
2,2,-0.016872,-0.014652,0.000729
2,2,-0.016726,-0.014861,0.000884
2,2,-0.016602,-0.015038,0.001032
2,2,-0.016501,-0.015182,0.001171
2,2,-0.016426,-0.015290,0.001303
2,2,-0.016376,-0.015361,0.001426
2,2,-0.016352,-0.015396,0.001540
3,2,-0.019848,-0.018151,0.001573
3,2,-0.019877,-0.018111,0.001672
3,2,-0.019932,-0.018031,0.001756
3,2,-0.020016,-0.017912,0.001824
3,2,-0.020127,-0.017753,0.001874
3,2,-0.020265,-0.017557,0.001906
3,2,-0.020428,-0.017324,0.001918
3,2,-0.020615,-0.017056,0.001909
3,2,-0.020825,-0.016756,0.001876
3,2,-0.021056,-0.016426,0.001820
3,2,-0.021306,-0.016069,0.001738
3,2,-0.021573,-0.015688,0.001630
3,2,-0.021855,-0.015285,0.001495
3,2,-0.022149,-0.014865,0.001333
3,2,-0.022453,-0.014431,0.001143
3,2,-0.022764,-0.013987,0.000928
3,2,-0.023081,-0.013535,0.000687
3,2,-0.023399,-0.013080,0.000422
3,2,-0.023714,-0.012630,0.000142
3,2,-0.024029,-0.012181,-0.000151
3,2,-0.024342,-0.011734,-0.000455
3,2,-0.024650,-0.011294,-0.000768
3,2,-0.024953,-0.010861,-0.001087
3,2,-0.025248,-0.010440,-0.001408
3,2,-0.025534,-0.010032,-0.001729
3,2,-0.025808,-0.009640,-0.002048
3,2,-0.026070,-0.009265,-0.002360
3,2,-0.026318,-0.008911,-0.002664
3,2,-0.026551,-0.008579,-0.002956
3,2,-0.026767,-0.008270,-0.003235
3,2,-0.026966,-0.007987,-0.003496
3,2,-0.027146,-0.007730,-0.003737
3,2,-0.027306,-0.007500,-0.003957
3,2,-0.027447,-0.007300,-0.004153
3,2,-0.027567,-0.007129,-0.004322
3,2,-0.027665,-0.006988,-0.004463
3,2,-0.027742,-0.006878,-0.004574
3,2,-0.027798,-0.006799,-0.004654
3,2,-0.027831,-0.006751,-0.004703
3,2,-0.027842,-0.006735,-0.004719
3,2,-0.027829,-0.006754,-0.004709
3,2,-0.027789,-0.006811,-0.004679
3,2,-0.027723,-0.006905,-0.004628
3,2,-0.027631,-0.007036,-0.004559
3,2,-0.027515,-0.007203,-0.004470
3,2,-0.027374,-0.007404,-0.004363
3,2,-0.027210,-0.007638,-0.004238
3,2,-0.027023,-0.007904,-0.004098
3,2,-0.026816,-0.008200,-0.003942
3,2,-0.026589,-0.008524,-0.003773
3,2,-0.026344,-0.008874,-0.003591
3,2,-0.026083,-0.009247,-0.003398
3,2,-0.025807,-0.009641,-0.003197
3,2,-0.025518,-0.010054,-0.002987
3,2,-0.025218,-0.010483,-0.002772
3,2,-0.024909,-0.010924,-0.002551
3,2,-0.024593,-0.011376,-0.002327
3,2,-0.024272,-0.011834,-0.002101
3,2,-0.023948,-0.012297,-0.001874
3,2,-0.023623,-0.012760,-0.001647
3,2,-0.023300,-0.013222,-0.001420
3,2,-0.022981,-0.013678,-0.001195
3,2,-0.022672,-0.014119,-0.000978
3,2,-0.022369,-0.014551,-0.000769
3,2,-0.022076,-0.014970,-0.000568
3,2,-0.021793,-0.015375,-0.000374
3,2,-0.021522,-0.015761,-0.000188
3,2,-0.021266,-0.016127,-0.000007
3,2,-0.021026,-0.016470,0.000167
3,2,-0.020804,-0.016787,0.000335
3,2,-0.020602,-0.017076,0.000497
3,2,-0.020420,-0.017335,0.000653
3,2,-0.020262,-0.017561,0.000804
3,2,-0.020127,-0.017754,0.000949
3,2,-0.020017,-0.017910,0.001087
3,2,-0.019934,-0.018030,0.001219
3,2,-0.019877,-0.018110,0.001344
3,2,-0.019849,-0.018151,0.001462
4,2,-0.023384,-0.020851,0.001482
4,2,-0.023411,-0.020813,0.001587
4,2,-0.023467,-0.020734,0.001677
4,2,-0.023552,-0.020612,0.001753
4,2,-0.023665,-0.020450,0.001813
4,2,-0.023806,-0.020248,0.001856
4,2,-0.023975,-0.020008,0.001881
4,2,-0.024169,-0.019731,0.001884
4,2,-0.024387,-0.019419,0.001866
4,2,-0.024627,-0.019076,0.001825
4,2,-0.024888,-0.018704,0.001758
4,2,-0.025166,-0.018306,0.001666
4,2,-0.025461,-0.017885,0.001546
4,2,-0.025769,-0.017446,0.001400
4,2,-0.026088,-0.016990,0.001226
4,2,-0.026415,-0.016523,0.001026
4,2,-0.026747,-0.016048,0.000799
4,2,-0.027083,-0.015568,0.000549
4,2,-0.027416,-0.015094,0.000282
4,2,-0.027748,-0.014619,0.000002
4,2,-0.028078,-0.014147,-0.000290
4,2,-0.028405,-0.013681,-0.000591
4,2,-0.028726,-0.013223,-0.000899
4,2,-0.029039,-0.012776,-0.001210
4,2,-0.029342,-0.012343,-0.001521
4,2,-0.029633,-0.011927,-0.001830
4,2,-0.029912,-0.011529,-0.002135
4,2,-0.030175,-0.011153,-0.002431
4,2,-0.030423,-0.010799,-0.002717
4,2,-0.030653,-0.010470,-0.002988
4,2,-0.030864,-0.010168,-0.003244
4,2,-0.031056,-0.009894,-0.003481
4,2,-0.031228,-0.009650,-0.003697
4,2,-0.031377,-0.009436,-0.003888
4,2,-0.031505,-0.009253,-0.004055
4,2,-0.031611,-0.009103,-0.004193
4,2,-0.031693,-0.008985,-0.004303
4,2,-0.031752,-0.008901,-0.004382
4,2,-0.031788,-0.008850,-0.004430
4,2,-0.031800,-0.008833,-0.004446
4,2,-0.031786,-0.008853,-0.004436
4,2,-0.031744,-0.008913,-0.004408
4,2,-0.031674,-0.009012,-0.004361
4,2,-0.031578,-0.009149,-0.004295
4,2,-0.031455,-0.009324,-0.004211
4,2,-0.031307,-0.009536,-0.004111
4,2,-0.031134,-0.009783,-0.003994
4,2,-0.030938,-0.010063,-0.003862
4,2,-0.030720,-0.010374,-0.003716
4,2,-0.030482,-0.010715,-0.003558
4,2,-0.030224,-0.011083,-0.003388
4,2,-0.029949,-0.011475,-0.003207
4,2,-0.029659,-0.011890,-0.003019
4,2,-0.029355,-0.012323,-0.002823
4,2,-0.029040,-0.012774,-0.002622
4,2,-0.028715,-0.013238,-0.002416
4,2,-0.028383,-0.013712,-0.002208
4,2,-0.028045,-0.014194,-0.001997
4,2,-0.027705,-0.014680,-0.001786
4,2,-0.027364,-0.015168,-0.001574
4,2,-0.027024,-0.015652,-0.001363
4,2,-0.026689,-0.016132,-0.001153
4,2,-0.026364,-0.016595,-0.000952
4,2,-0.026047,-0.017049,-0.000758
4,2,-0.025738,-0.017490,-0.000571
4,2,-0.025441,-0.017914,-0.000391
4,2,-0.025157,-0.018320,-0.000218
4,2,-0.024887,-0.018704,-0.000050
4,2,-0.024635,-0.019065,0.000113
4,2,-0.024402,-0.019398,0.000271
4,2,-0.024188,-0.019703,0.000424
4,2,-0.023997,-0.019976,0.000572
4,2,-0.023830,-0.020215,0.000716
4,2,-0.023687,-0.020419,0.000856
4,2,-0.023570,-0.020586,0.000992
4,2,-0.023481,-0.020714,0.001122
4,2,-0.023419,-0.020801,0.001247
4,2,-0.023387,-0.020847,0.001367
5,2,-0.026973,-0.023476,0.001368
5,2,-0.026998,-0.023440,0.001476
5,2,-0.027052,-0.023362,0.001571
5,2,-0.027137,-0.023242,0.001653
5,2,-0.027250,-0.023080,0.001721
5,2,-0.027392,-0.022877,0.001773
5,2,-0.027562,-0.022635,0.001807
5,2,-0.027758,-0.022355,0.001823
5,2,-0.027978,-0.022040,0.001818
5,2,-0.028222,-0.021692,0.001791
5,2,-0.028487,-0.021314,0.001740
5,2,-0.028770,-0.020909,0.001664
5,2,-0.029070,-0.020480,0.001561
5,2,-0.029385,-0.020031,0.001432
5,2,-0.029710,-0.019566,0.001276
5,2,-0.030045,-0.019088,0.001094
5,2,-0.030386,-0.018602,0.000885
5,2,-0.030730,-0.018110,0.000653
5,2,-0.031071,-0.017622,0.000404
5,2,-0.031413,-0.017135,0.000141
5,2,-0.031753,-0.016649,-0.000134
5,2,-0.032089,-0.016169,-0.000418
5,2,-0.032419,-0.015697,-0.000709
5,2,-0.032742,-0.015237,-0.001004
5,2,-0.033054,-0.014790,-0.001300
5,2,-0.033355,-0.014361,-0.001595
5,2,-0.033643,-0.013950,-0.001885
5,2,-0.033915,-0.013561,-0.002168
5,2,-0.034171,-0.013195,-0.002442
5,2,-0.034409,-0.012855,-0.002702
5,2,-0.034628,-0.012543,-0.002948
5,2,-0.034827,-0.012259,-0.003175
5,2,-0.035004,-0.012005,-0.003383
5,2,-0.035160,-0.011783,-0.003567
5,2,-0.035292,-0.011594,-0.003727
5,2,-0.035402,-0.011438,-0.003861
5,2,-0.035487,-0.011316,-0.003967
5,2,-0.035549,-0.011228,-0.004043
5,2,-0.035585,-0.011176,-0.004089
5,2,-0.035598,-0.011158,-0.004105
5,2,-0.035583,-0.011179,-0.004096
5,2,-0.035541,-0.011240,-0.004070
5,2,-0.035470,-0.011341,-0.004026
5,2,-0.035371,-0.011482,-0.003966
5,2,-0.035245,-0.011662,-0.003889
5,2,-0.035093,-0.011879,-0.003797
5,2,-0.034916,-0.012131,-0.003689
5,2,-0.034716,-0.012418,-0.003568
5,2,-0.034492,-0.012737,-0.003434
5,2,-0.034248,-0.013086,-0.003288
5,2,-0.033984,-0.013462,-0.003132
5,2,-0.033703,-0.013864,-0.002967
5,2,-0.033406,-0.014289,-0.002794
5,2,-0.033095,-0.014733,-0.002615
5,2,-0.032772,-0.015194,-0.002431
5,2,-0.032439,-0.015669,-0.002243
5,2,-0.032099,-0.016154,-0.002053
5,2,-0.031754,-0.016647,-0.001861
5,2,-0.031406,-0.017145,-0.001668
5,2,-0.031057,-0.017643,-0.001475
5,2,-0.030710,-0.018139,-0.001283
5,2,-0.030366,-0.018630,-0.001092
5,2,-0.030034,-0.019104,-0.000908
5,2,-0.029709,-0.019568,-0.000731
5,2,-0.029393,-0.020019,-0.000562
5,2,-0.029089,-0.020453,-0.000398
5,2,-0.028799,-0.020868,-0.000240
5,2,-0.028523,-0.021262,-0.000087
5,2,-0.028265,-0.021630,0.000062
5,2,-0.028026,-0.021972,0.000207
5,2,-0.027807,-0.022284,0.000348
5,2,-0.027611,-0.022564,0.000487
5,2,-0.027439,-0.022811,0.000622
5,2,-0.027291,-0.023021,0.000755
5,2,-0.027171,-0.023193,0.000884
5,2,-0.027078,-0.023326,0.001010
5,2,-0.027013,-0.023418,0.001133
5,2,-0.026978,-0.023468,0.001253
6,2,-0.030604,-0.026040,0.001249
6,2,-0.030627,-0.026007,0.001356
6,2,-0.030679,-0.025932,0.001453
6,2,-0.030761,-0.025815,0.001538
6,2,-0.030873,-0.025655,0.001610
6,2,-0.031013,-0.025455,0.001668
6,2,-0.031181,-0.025215,0.001711
6,2,-0.031376,-0.024937,0.001736
6,2,-0.031595,-0.024624,0.001742
6,2,-0.031838,-0.024278,0.001727
6,2,-0.032102,-0.023901,0.001689
6,2,-0.032385,-0.023497,0.001628
6,2,-0.032685,-0.023068,0.001541
6,2,-0.032999,-0.022619,0.001429
6,2,-0.033325,-0.022153,0.001291
6,2,-0.033661,-0.021674,0.001127
6,2,-0.034003,-0.021185,0.000937
6,2,-0.034349,-0.020691,0.000724
6,2,-0.034693,-0.020200,0.000494
6,2,-0.035037,-0.019709,0.000251
6,2,-0.035379,-0.019220,-0.000005
6,2,-0.035718,-0.018735,-0.000269
6,2,-0.036052,-0.018259,-0.000541
6,2,-0.036377,-0.017795,-0.000817
6,2,-0.036693,-0.017344,-0.001095
6,2,-0.036997,-0.016909,-0.001372
6,2,-0.037288,-0.016494,-0.001645
6,2,-0.037564,-0.016100,-0.001913
6,2,-0.037823,-0.015730,-0.002171
6,2,-0.038064,-0.015386,-0.002417
6,2,-0.038286,-0.015069,-0.002649
6,2,-0.038487,-0.014781,-0.002865
6,2,-0.038667,-0.014524,-0.003061
6,2,-0.038825,-0.014299,-0.003237
6,2,-0.038960,-0.014107,-0.003389
6,2,-0.039071,-0.013948,-0.003516
6,2,-0.039157,-0.013824,-0.003616
6,2,-0.039220,-0.013735,-0.003689
6,2,-0.039257,-0.013682,-0.003733
6,2,-0.039270,-0.013664,-0.003747
6,2,-0.039255,-0.013684,-0.003739
6,2,-0.039212,-0.013746,-0.003715
6,2,-0.039141,-0.013848,-0.003676
6,2,-0.039042,-0.013989,-0.003621
6,2,-0.038916,-0.014169,-0.003550
6,2,-0.038763,-0.014387,-0.003466
6,2,-0.038586,-0.014641,-0.003368
6,2,-0.038384,-0.014929,-0.003258
6,2,-0.038160,-0.015249,-0.003135
6,2,-0.037915,-0.015599,-0.003003
6,2,-0.037650,-0.015977,-0.002861
6,2,-0.037368,-0.016380,-0.002711
6,2,-0.037069,-0.016806,-0.002554
6,2,-0.036757,-0.017252,-0.002391
6,2,-0.036434,-0.017714,-0.002224
6,2,-0.036100,-0.018191,-0.002054
6,2,-0.035759,-0.018678,-0.001882
6,2,-0.035412,-0.019173,-0.001709
6,2,-0.035063,-0.019672,-0.001535
6,2,-0.034713,-0.020172,-0.001361
6,2,-0.034364,-0.020669,-0.001187
6,2,-0.034020,-0.021161,-0.001014
6,2,-0.033686,-0.021637,-0.000848
6,2,-0.033360,-0.022103,-0.000690
6,2,-0.033044,-0.022555,-0.000537
6,2,-0.032739,-0.022991,-0.000390
6,2,-0.032447,-0.023408,-0.000248
6,2,-0.032170,-0.023803,-0.000111
6,2,-0.031911,-0.024173,0.000024
6,2,-0.031671,-0.024516,0.000155
6,2,-0.031451,-0.024830,0.000284
6,2,-0.031253,-0.025112,0.000411
6,2,-0.031080,-0.025360,0.000536
6,2,-0.030931,-0.025572,0.000660
6,2,-0.030809,-0.025747,0.000782
6,2,-0.030714,-0.025882,0.000902
6,2,-0.030648,-0.025977,0.001020
6,2,-0.030611,-0.026030,0.001136
7,2,-0.034276,-0.028545,0.001124
7,2,-0.034296,-0.028516,0.001229
7,2,-0.034346,-0.028445,0.001325
7,2,-0.034425,-0.028332,0.001411
7,2,-0.034533,-0.028177,0.001486
7,2,-0.034670,-0.027983,0.001548
7,2,-0.034833,-0.027749,0.001596
7,2,-0.035023,-0.027479,0.001629
7,2,-0.035237,-0.027173,0.001644
7,2,-0.035474,-0.026834,0.001640
7,2,-0.035732,-0.026465,0.001614
7,2,-0.036010,-0.026069,0.001567
7,2,-0.036304,-0.025649,0.001495
7,2,-0.036613,-0.025208,0.001399
7,2,-0.036934,-0.024749,0.001279
7,2,-0.037264,-0.024278,0.001133
7,2,-0.037601,-0.023796,0.000964
7,2,-0.037943,-0.023308,0.000771
7,2,-0.038282,-0.022824,0.000562
7,2,-0.038622,-0.022339,0.000339
7,2,-0.038960,-0.021855,0.000106
7,2,-0.039295,-0.021377,-0.000138
7,2,-0.039625,-0.020906,-0.000388
7,2,-0.039947,-0.020445,-0.000643
7,2,-0.040260,-0.019999,-0.000900
7,2,-0.040562,-0.019568,-0.001157
7,2,-0.040850,-0.019157,-0.001410
7,2,-0.041123,-0.018766,-0.001659
7,2,-0.041381,-0.018399,-0.001899
7,2,-0.041620,-0.018057,-0.002129
7,2,-0.041840,-0.017742,-0.002345
7,2,-0.042040,-0.017456,-0.002547
7,2,-0.042219,-0.017201,-0.002730
7,2,-0.042376,-0.016977,-0.002894
7,2,-0.042510,-0.016786,-0.003036
7,2,-0.042620,-0.016628,-0.003155
7,2,-0.042707,-0.016505,-0.003249
7,2,-0.042769,-0.016416,-0.003317
7,2,-0.042806,-0.016363,-0.003359
7,2,-0.042818,-0.016345,-0.003372
7,2,-0.042804,-0.016366,-0.003365
7,2,-0.042762,-0.016426,-0.003344
7,2,-0.042692,-0.016526,-0.003308
7,2,-0.042594,-0.016666,-0.003258
7,2,-0.042470,-0.016843,-0.003195
7,2,-0.042319,-0.017058,-0.003119
7,2,-0.042145,-0.017308,-0.003031
7,2,-0.041946,-0.017591,-0.002932
7,2,-0.041725,-0.017906,-0.002822
7,2,-0.041484,-0.018251,-0.002703
7,2,-0.041223,-0.018624,-0.002575
7,2,-0.040945,-0.019021,-0.002441
7,2,-0.040651,-0.019440,-0.002300
7,2,-0.040344,-0.019879,-0.002155
7,2,-0.040025,-0.020334,-0.002006
7,2,-0.039697,-0.020803,-0.001854
7,2,-0.039361,-0.021283,-0.001701
7,2,-0.039020,-0.021770,-0.001546
7,2,-0.038676,-0.022261,-0.001391
7,2,-0.038331,-0.022754,-0.001236
7,2,-0.037988,-0.023244,-0.001082
7,2,-0.037649,-0.023728,-0.000928
7,2,-0.037320,-0.024197,-0.000781
7,2,-0.036999,-0.024656,-0.000640
7,2,-0.036688,-0.025101,-0.000505
7,2,-0.036387,-0.025530,-0.000375
7,2,-0.036100,-0.025940,-0.000250
7,2,-0.035827,-0.026329,-0.000128
7,2,-0.035572,-0.026694,-0.000008
7,2,-0.035335,-0.027033,0.000109
7,2,-0.035118,-0.027342,0.000225
7,2,-0.034923,-0.027620,0.000340
7,2,-0.034752,-0.027866,0.000454
7,2,-0.034605,-0.028076,0.000567
7,2,-0.034483,-0.028249,0.000680
7,2,-0.034389,-0.028384,0.000792
7,2,-0.034322,-0.028479,0.000904
7,2,-0.034284,-0.028533,0.001014
8,2,-0.037976,-0.031010,0.001004
8,2,-0.037995,-0.030983,0.001105
8,2,-0.038042,-0.030916,0.001198
8,2,-0.038117,-0.030809,0.001284
8,2,-0.038221,-0.030661,0.001359
8,2,-0.038351,-0.030475,0.001424
8,2,-0.038508,-0.030250,0.001476
8,2,-0.038691,-0.029990,0.001515
8,2,-0.038897,-0.029695,0.001537
8,2,-0.039126,-0.029368,0.001541
8,2,-0.039376,-0.029011,0.001526
8,2,-0.039644,-0.028628,0.001490
8,2,-0.039929,-0.028221,0.001432
8,2,-0.040229,-0.027793,0.001351
8,2,-0.040540,-0.027349,0.001247
8,2,-0.040860,-0.026891,0.001119
8,2,-0.041188,-0.026423,0.000969
8,2,-0.041520,-0.025949,0.000796
8,2,-0.041850,-0.025478,0.000607
8,2,-0.042181,-0.025005,0.000406
8,2,-0.042511,-0.024534,0.000193
8,2,-0.042838,-0.024067,-0.000029
8,2,-0.043159,-0.023608,-0.000257
8,2,-0.043474,-0.023159,-0.000491
8,2,-0.043779,-0.022723,-0.000726
8,2,-0.044073,-0.022303,-0.000962
8,2,-0.044355,-0.021901,-0.001196
8,2,-0.044622,-0.021519,-0.001425
8,2,-0.044873,-0.021160,-0.001646
8,2,-0.045107,-0.020826,-0.001858
8,2,-0.045323,-0.020518,-0.002059
8,2,-0.045519,-0.020238,-0.002245
8,2,-0.045694,-0.019988,-0.002415
8,2,-0.045847,-0.019769,-0.002567
8,2,-0.045978,-0.019582,-0.002699
8,2,-0.046086,-0.019427,-0.002810
8,2,-0.046171,-0.019307,-0.002897
8,2,-0.046232,-0.019220,-0.002960
8,2,-0.046268,-0.019168,-0.002998
8,2,-0.046280,-0.019150,-0.003011
8,2,-0.046267,-0.019170,-0.003005
8,2,-0.046226,-0.019229,-0.002985
8,2,-0.046157,-0.019326,-0.002953
8,2,-0.046063,-0.019462,-0.002909
8,2,-0.045942,-0.019634,-0.002853
8,2,-0.045796,-0.019842,-0.002785
8,2,-0.045626,-0.020085,-0.002706
8,2,-0.045433,-0.020360,-0.002617
8,2,-0.045219,-0.020667,-0.002519
8,2,-0.044984,-0.021002,-0.002413
8,2,-0.044731,-0.021363,-0.002300
8,2,-0.044461,-0.021749,-0.002180
8,2,-0.044176,-0.022156,-0.002055
8,2,-0.043877,-0.022582,-0.001926
8,2,-0.043568,-0.023025,-0.001794
8,2,-0.043249,-0.023480,-0.001660
8,2,-0.042923,-0.023946,-0.001524
8,2,-0.042591,-0.024419,-0.001387
8,2,-0.042257,-0.024896,-0.001250
8,2,-0.041923,-0.025374,-0.001114
8,2,-0.041589,-0.025850,-0.000978
8,2,-0.041260,-0.026321,-0.000842
8,2,-0.040941,-0.026776,-0.000712
8,2,-0.040629,-0.027221,-0.000588
8,2,-0.040326,-0.027654,-0.000470
8,2,-0.040035,-0.028071,-0.000356
8,2,-0.039755,-0.028469,-0.000246
8,2,-0.039491,-0.028847,-0.000139
8,2,-0.039243,-0.029201,-0.000033
8,2,-0.039012,-0.029530,0.000070
8,2,-0.038802,-0.029831,0.000174
8,2,-0.038612,-0.030102,0.000276
8,2,-0.038445,-0.030341,0.000379
8,2,-0.038301,-0.030546,0.000482
8,2,-0.038183,-0.030715,0.000586
8,2,-0.038090,-0.030848,0.000690
8,2,-0.038024,-0.030942,0.000794
8,2,-0.037986,-0.030996,0.000899
9,2,-0.041705,-0.033435,0.000884
9,2,-0.041721,-0.033411,0.000979
9,2,-0.041765,-0.033349,0.001068
9,2,-0.041836,-0.033248,0.001150
9,2,-0.041933,-0.033109,0.001225
9,2,-0.042057,-0.032932,0.001289
9,2,-0.042206,-0.032720,0.001344
9,2,-0.042379,-0.032472,0.001385
9,2,-0.042575,-0.032192,0.001412
9,2,-0.042793,-0.031881,0.001424
9,2,-0.043031,-0.031541,0.001417
9,2,-0.043287,-0.031175,0.001392
9,2,-0.043559,-0.030787,0.001346
9,2,-0.043845,-0.030379,0.001279
9,2,-0.044142,-0.029954,0.001191
9,2,-0.044449,-0.029516,0.001080
9,2,-0.044762,-0.029068,0.000948
9,2,-0.045081,-0.028614,0.000795
9,2,-0.045397,-0.028162,0.000628
9,2,-0.045714,-0.027709,0.000448
9,2,-0.046031,-0.027256,0.000258
9,2,-0.046345,-0.026808,0.000059
9,2,-0.046654,-0.026367,-0.000147
9,2,-0.046956,-0.025935,-0.000358
9,2,-0.047249,-0.025516,-0.000571
9,2,-0.047533,-0.025112,-0.000785
9,2,-0.047804,-0.024725,-0.000996
9,2,-0.048061,-0.024357,-0.001204
9,2,-0.048303,-0.024012,-0.001406
9,2,-0.048529,-0.023690,-0.001599
9,2,-0.048736,-0.023393,-0.001781
9,2,-0.048925,-0.023123,-0.001951
9,2,-0.049094,-0.022882,-0.002107
9,2,-0.049242,-0.022671,-0.002245
9,2,-0.049368,-0.022490,-0.002366
9,2,-0.049473,-0.022341,-0.002467
9,2,-0.049554,-0.022225,-0.002547
9,2,-0.049613,-0.022141,-0.002605
9,2,-0.049648,-0.022091,-0.002640
9,2,-0.049660,-0.022074,-0.002651
9,2,-0.049647,-0.022092,-0.002646
9,2,-0.049607,-0.022149,-0.002629
9,2,-0.049542,-0.022242,-0.002600
9,2,-0.049451,-0.022372,-0.002561
9,2,-0.049336,-0.022537,-0.002511
9,2,-0.049196,-0.022736,-0.002451
9,2,-0.049034,-0.022968,-0.002381
9,2,-0.048849,-0.023232,-0.002303
9,2,-0.048644,-0.023525,-0.002216
9,2,-0.048419,-0.023845,-0.002122
9,2,-0.048177,-0.024191,-0.002022
9,2,-0.047919,-0.024560,-0.001917
9,2,-0.047646,-0.024950,-0.001807
9,2,-0.047360,-0.025358,-0.001694
9,2,-0.047064,-0.025781,-0.001578
9,2,-0.046759,-0.026217,-0.001460
9,2,-0.046446,-0.026663,-0.001341
9,2,-0.046129,-0.027116,-0.001222
9,2,-0.045810,-0.027572,-0.001103
9,2,-0.045489,-0.028030,-0.000983
9,2,-0.045171,-0.028485,-0.000865
9,2,-0.044855,-0.028936,-0.000746
9,2,-0.044550,-0.029372,-0.000633
9,2,-0.044251,-0.029798,-0.000526
9,2,-0.043961,-0.030212,-0.000424
9,2,-0.043682,-0.030611,-0.000326
9,2,-0.043415,-0.030993,-0.000231
9,2,-0.043161,-0.031354,-0.000138
9,2,-0.042924,-0.031694,-0.000047
9,2,-0.042703,-0.032009,0.000043
9,2,-0.042501,-0.032298,0.000133
9,2,-0.042319,-0.032558,0.000223
9,2,-0.042158,-0.032787,0.000314
9,2,-0.042020,-0.032984,0.000406
9,2,-0.041906,-0.033147,0.000499
9,2,-0.041817,-0.033275,0.000594
9,2,-0.041753,-0.033366,0.000689
9,2,-0.041715,-0.033420,0.000786
10,2,-0.045448,-0.035838,0.000771
10,2,-0.045463,-0.035817,0.000860
10,2,-0.045503,-0.035760,0.000944
10,2,-0.045569,-0.035666,0.001023
10,2,-0.045660,-0.035536,0.001094
10,2,-0.045776,-0.035370,0.001158
10,2,-0.045916,-0.035170,0.001213
10,2,-0.046079,-0.034938,0.001256
10,2,-0.046264,-0.034673,0.001287
10,2,-0.046469,-0.034380,0.001304
10,2,-0.046694,-0.034059,0.001305
10,2,-0.046935,-0.033714,0.001288
10,2,-0.047192,-0.033347,0.001253
10,2,-0.047463,-0.032961,0.001199
10,2,-0.047744,-0.032559,0.001125
10,2,-0.048035,-0.032144,0.001030
10,2,-0.048332,-0.031720,0.000916
10,2,-0.048634,-0.031289,0.000782
10,2,-0.048934,-0.030860,0.000634
10,2,-0.049236,-0.030429,0.000475
10,2,-0.049537,-0.029999,0.000306
10,2,-0.049835,-0.029573,0.000128
10,2,-0.050129,-0.029154,-0.000055
10,2,-0.050416,-0.028743,-0.000244
10,2,-0.050696,-0.028344,-0.000435
10,2,-0.050965,-0.027959,-0.000627
10,2,-0.051223,-0.027591,-0.000817
10,2,-0.051469,-0.027240,-0.001004
10,2,-0.051699,-0.026911,-0.001186
10,2,-0.051914,-0.026604,-0.001361
10,2,-0.052112,-0.026321,-0.001526
10,2,-0.052292,-0.026064,-0.001679
10,2,-0.052454,-0.025834,-0.001820
10,2,-0.052595,-0.025632,-0.001946
10,2,-0.052716,-0.025459,-0.002055
10,2,-0.052815,-0.025317,-0.002147
10,2,-0.052893,-0.025206,-0.002219
10,2,-0.052949,-0.025126,-0.002272
10,2,-0.052983,-0.025078,-0.002304
10,2,-0.052994,-0.025062,-0.002314
10,2,-0.052982,-0.025079,-0.002309
10,2,-0.052944,-0.025133,-0.002294
10,2,-0.052882,-0.025221,-0.002269
10,2,-0.052796,-0.025344,-0.002235
10,2,-0.052687,-0.025500,-0.002191
10,2,-0.052555,-0.025689,-0.002138
10,2,-0.052401,-0.025909,-0.002077
10,2,-0.052226,-0.026159,-0.002008
10,2,-0.052031,-0.026437,-0.001932
10,2,-0.051818,-0.026741,-0.001850
10,2,-0.051589,-0.027069,-0.001762
10,2,-0.051344,-0.027418,-0.001670
10,2,-0.051085,-0.027788,-0.001574
10,2,-0.050815,-0.028174,-0.001475
10,2,-0.050534,-0.028575,-0.001374
10,2,-0.050244,-0.028988,-0.001272
10,2,-0.049949,-0.029411,-0.001169
10,2,-0.049648,-0.029840,-0.001066
10,2,-0.049345,-0.030273,-0.000963
10,2,-0.049042,-0.030706,-0.000860
10,2,-0.048740,-0.031138,-0.000757
10,2,-0.048441,-0.031565,-0.000655
10,2,-0.048151,-0.031978,-0.000558
10,2,-0.047868,-0.032382,-0.000466
10,2,-0.047593,-0.032775,-0.000378
10,2,-0.047328,-0.033153,-0.000295
10,2,-0.047075,-0.033515,-0.000214
10,2,-0.046835,-0.033858,-0.000135
10,2,-0.046609,-0.034180,-0.000057
10,2,-0.046400,-0.034479,0.000021
10,2,-0.046208,-0.034753,0.000098
10,2,-0.046035,-0.035000,0.000177
10,2,-0.045883,-0.035218,0.000257
10,2,-0.045751,-0.035405,0.000338
10,2,-0.045642,-0.035561,0.000421
10,2,-0.045557,-0.035683,0.000506
10,2,-0.045496,-0.035770,0.000592
10,2,-0.045459,-0.035822,0.000681
11,2,-0.049219,-0.038203,0.000662
11,2,-0.049232,-0.038185,0.000744
11,2,-0.049268,-0.038132,0.000821
11,2,-0.049328,-0.038046,0.000894
11,2,-0.049412,-0.037927,0.000962
11,2,-0.049519,-0.037774,0.001023
